,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,hot_and_new
43,north-fork-restaurant-new-york,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gamemeat', 'title': 'Game Meat'}]","{'latitude': 40.73309, 'longitude': -74.00571}",(347) 403-2167,8872.07206134528,cg5owNR9GUMiE-8ztXRHHg,https://s3-media2.fl.yelpcdn.com/bphoto/8yw8dQyBKSINPJoR-FDPHg/o.jpg,False,"{'address1': '122 Christopher St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['122 Christopher St', 'New York, NY 10014']}",North Fork Restaurant,+13474032167,,4.0,11,"['pickup', 'delivery']",https://www.yelp.com/biz/north-fork-restaurant-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
44,my-sushi-middle-village,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 40.724807980357, 'longitude': -73.8793373825363}",(718) 424-0988,10453.390355410162,xrkXQcbqyS2T_YC7Box79w,https://s3-media1.fl.yelpcdn.com/bphoto/5aL8TD-YomtDDX1I926EOw/o.jpg,False,"{'address1': '79-20 Eliot Ave', 'address2': None, 'address3': None, 'city': 'Middle Village', 'zip_code': '11379', 'country': 'US', 'state': 'NY', 'display_address': ['79-20 Eliot Ave', 'Middle Village, NY 11379']}",My Sushi,+17184240988,,4.5,9,"['pickup', 'delivery']",https://www.yelp.com/biz/my-sushi-middle-village?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
45,cheskas-new-york-3,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]","{'latitude': 40.72664, 'longitude': -73.99202}",(347) 806-1295,7835.342663096361,oiOhx5DTH5qeshcB1tUfsA,https://s3-media3.fl.yelpcdn.com/bphoto/7R3QtqmJyJBa2ibFGNzU_Q/o.jpg,False,"{'address1': '348 Bowery', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['348 Bowery', 'New York, NY 10012']}",Cheska's,+13478061295,,5.0,2,"['pickup', 'delivery']",https://www.yelp.com/biz/cheskas-new-york-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
46,gem-bing-shop-new-york-3,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.72946, 'longitude': -73.9891}",,8071.051298532366,4--r7DCu5l9UEIjs4OwKSQ,https://s3-media2.fl.yelpcdn.com/bphoto/P-C9PKNVZxdzQUj7bcobuQ/o.jpg,False,"{'address1': '9 Saint Marks Pl', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['9 Saint Marks Pl', 'New York, NY 10003']}",Gem Bing Shop,,$,3.5,14,"['pickup', 'delivery']",https://www.yelp.com/biz/gem-bing-shop-new-york-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
47,springbone-kitchen-new-york-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.70374, 'longitude': -74.01046}",(917) 639-3655,6179.458138164982,HqctC520WAFC5D-U8Ln--g,https://s3-media1.fl.yelpcdn.com/bphoto/RjUFqbploNXU2oDHIHUqtQ/o.jpg,False,"{'address1': '74 Pearl St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['74 Pearl St', 'New York, NY 10004']}",Springbone Kitchen,+19176393655,,3.0,5,"['pickup', 'delivery']",https://www.yelp.com/biz/springbone-kitchen-new-york-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
48,ourika-new-york,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'moroccan', 'title': 'Moroccan'}, {'alias': 'acaibowls', 'title': 'Acai Bowls'}]","{'latitude': 40.72008, 'longitude': -73.98468}",(917) 246-3586,6970.446915359492,C2mqlVTfGUdcoWq9JzX71Q,https://s3-media2.fl.yelpcdn.com/bphoto/2q4wYAkIPrkRyRSHpQdraA/o.jpg,False,"{'address1': '37 Clinton St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['37 Clinton St', 'New York, NY 10002']}",Ourika,+19172463586,,3.0,1,"['pickup', 'delivery']",https://www.yelp.com/biz/ourika-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
49,b-good-jersey-city-3,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 40.72676, 'longitude': -74.035363}",(201) 234-4612,9484.966650325749,dYRY18bS20SRC2KgoSz_ng,https://s3-media2.fl.yelpcdn.com/bphoto/2vVVAvTLwGrJjk7WOcAGBA/o.jpg,False,"{'address1': '30 Montgomery St', 'address2': 'Ste 140', 'address3': None, 'city': 'Jersey City', 'zip_code': '07302', 'country': 'US', 'state': 'NJ', 'display_address': ['30 Montgomery St', 'Ste 140', 'Jersey City, NJ 07302']}",B.GOOD,+12012344612,,3.0,5,[],https://www.yelp.com/biz/b-good-jersey-city-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
0,kingston-public-house-brooklyn,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 40.6762, 'longitude': -73.9417}",(347) 295-1438,2912.788081613749,y7WRu91WHqvh4tDcRDeoNg,https://s3-media1.fl.yelpcdn.com/bphoto/b-eX1ftKanmazM15YH3Tgw/o.jpg,False,"{'address1': '100 Kingston Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11213', 'country': 'US', 'state': 'NY', 'display_address': ['100 Kingston Ave', 'Brooklyn, NY 11213']}",Kingston Public House,+13472951438,,5.0,4,[],https://www.yelp.com/biz/kingston-public-house-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
1,bar-bayeux-brooklyn-3,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.6620260148375, 'longitude': -73.9510311931372}",(347) 533-7845,1438.1633915532886,EG3Fd535f8nekNKnj9C_qw,https://s3-media3.fl.yelpcdn.com/bphoto/WtJ5UcnjidZAMQeODP2_jA/o.jpg,False,"{'address1': '1066 Nostrand Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['1066 Nostrand Ave', 'Brooklyn, NY 11225']}",Bar Bayeux,+13475337845,,5.0,9,[],https://www.yelp.com/biz/bar-bayeux-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
2,shaka-shaka-tiki-brooklyn,"[{'alias': 'tikibars', 'title': 'Tiki Bars'}]","{'latitude': 40.68098, 'longitude': -73.97456}",,2546.3956136128863,WNr6rBTDoAwlm9lEfXHsOQ,https://s3-media4.fl.yelpcdn.com/bphoto/SdsjOrFi_WDRg2HnPqx9jg/o.jpg,False,"{'address1': '64 6th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['64 6th Ave', 'Brooklyn, NY 11217']}",Shaka Shaka Tiki,,,5.0,9,[],https://www.yelp.com/biz/shaka-shaka-tiki-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
3,silver-light-tavern-brooklyn,"[{'alias': 'pubs', 'title': 'Pubs'}]","{'latitude': 40.71747, 'longitude': -73.95005}",,6690.282881992621,w9I5sGHkwOyLe1yFQ0XBeg,https://s3-media2.fl.yelpcdn.com/bphoto/3yQqXdW98HUPAwSi2njHIw/o.jpg,False,"{'address1': '689 Lorimer St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['689 Lorimer St', 'Brooklyn, NY 11211']}",Silver Light Tavern,,,5.0,14,[],https://www.yelp.com/biz/silver-light-tavern-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
4,we-got-company-brooklyn,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.7142, 'longitude': -73.95389}",,6278.228183429167,pCxIVhhF96sYKVFR3ct_vg,https://s3-media4.fl.yelpcdn.com/bphoto/GxbH5t7EpxEIOg65yxwfMQ/o.jpg,False,"{'address1': '441 Metropolitan Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['441 Metropolitan Ave', 'Brooklyn, NY 11211']}",We Got Company,,,4.5,4,[],https://www.yelp.com/biz/we-got-company-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
5,tiltz-sports-bar-brooklyn,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'arcades', 'title': 'Arcades'}]","{'latitude': 40.7027, 'longitude': -73.9336}",(718) 418-4589,5654.105579740553,A9erHyMSOxjyjVOLWjvVCQ,https://s3-media2.fl.yelpcdn.com/bphoto/PPP93POYmVd9LnH5-NWycw/o.jpg,False,"{'address1': '942 Flushing Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['942 Flushing Ave', 'Brooklyn, NY 11206']}",Tiltz Sports Bar,+17184184589,,4.0,18,"['delivery', 'pickup']",https://www.yelp.com/biz/tiltz-sports-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
6,the-fly-brooklyn,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.68191, 'longitude': -73.95848}",(347) 405-5300,2693.3367055455046,ki4hgtRa7fWcEpBu0cyM4A,https://s3-media1.fl.yelpcdn.com/bphoto/5fMH4M0rylh6YvpoYAznsQ/o.jpg,False,"{'address1': '549 Classon Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['549 Classon Ave', 'Brooklyn, NY 11216']}",The Fly,+13474055300,,4.0,3,[],https://www.yelp.com/biz/the-fly-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
7,nitehawk-cinema-prospect-park-brooklyn-3,"[{'alias': 'movietheaters', 'title': 'Cinema'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'dinnertheater', 'title': 'Dinner Theater'}]","{'latitude': 40.66154, 'longitude': -73.97962}",(718) 384-3980,1079.7903620464783,H38pIONXN5yM4FMNtCMZqw,https://s3-media2.fl.yelpcdn.com/bphoto/q0V9NXNpUHZ_f4IRs5CMDw/o.jpg,False,"{'address1': '188 Prospect Park W', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['188 Prospect Park W', 'Brooklyn, NY 11215']}",Nitehawk Cinema - Prospect Park,+17183843980,$$,3.5,83,[],https://www.yelp.com/biz/nitehawk-cinema-prospect-park-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
8,understudy-brooklyn,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.69121, 'longitude': -73.98331}",(929) 359-6555,3819.3218709746375,8PIKd6puIT8pycYmvqoJVQ,https://s3-media2.fl.yelpcdn.com/bphoto/PMPPv18CGOsnIVZjTu2rUg/o.jpg,False,"{'address1': '445 Albee Square W', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['445 Albee Square W', 'Brooklyn, NY 11201']}",Understudy,+19293596555,,4.5,3,[],https://www.yelp.com/biz/understudy-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
9,the-upstairs-at-66-new-york,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'speakeasies', 'title': 'Speakeasies'}]","{'latitude': 40.70418, 'longitude': -74.01048}",(212) 943-1602,6219.333784450751,X0f9UYHoE4OxnuUq801vMg,https://s3-media2.fl.yelpcdn.com/bphoto/c_WwfhXt-bO1N4vcpPoCQw/o.jpg,False,"{'address1': '46 Stone St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['46 Stone St', 'New York, NY 10004']}",The Upstairs at 66,+12129431602,,5.0,3,[],https://www.yelp.com/biz/the-upstairs-at-66-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
10,tailfeather-new-york,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 40.69415, 'longitude': -73.96089}",(646) 853-6970,3981.9662470004087,9DPI1WLAOfpiMXxHeQ0swg,https://s3-media3.fl.yelpcdn.com/bphoto/yh3KMmcLKoicmNXCVtpIEQ/o.jpg,False,"{'address1': '581 Myrtle Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['581 Myrtle Ave', 'New York, NY 11205']}",Tailfeather,+16468536970,,5.0,4,[],https://www.yelp.com/biz/tailfeather-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
11,jersey-social-jersey-city-2,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.73462, 'longitude': -74.04468}",(201) 222-7447,10653.72686193566,-Z0t37wEuDh0f8kV3IDcUA,https://s3-media2.fl.yelpcdn.com/bphoto/05XUtJS3CiS6TaGn4CwmUA/o.jpg,False,"{'address1': '837 Jersey Ave', 'address2': '', 'address3': None, 'city': 'Jersey City', 'zip_code': '07310', 'country': 'US', 'state': 'NJ', 'display_address': ['837 Jersey Ave', 'Jersey City, NJ 07310']}",Jersey Social,+12012227447,,5.0,10,[],https://www.yelp.com/biz/jersey-social-jersey-city-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
12,valerie-new-york,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.756354, 'longitude': -73.981129}",(212) 302-4545,10917.058042831613,zRXMvxUX_rOliKZPpkWi_g,https://s3-media1.fl.yelpcdn.com/bphoto/ONswUNQ7qqqf9tJlfwVOZw/o.jpg,False,"{'address1': '45 W 45th St between 5th & 6th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['45 W 45th St between 5th & 6th Ave', 'New York, NY 10036']}",Valerie,+12123024545,,4.5,47,[],https://www.yelp.com/biz/valerie-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
13,undercote-new-york-3,"[{'alias': 'speakeasies', 'title': 'Speakeasies'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.74128, 'longitude': -73.99127}",(212) 401-7986,9386.744576379922,3p0IHlMMgRlx9KxhDA8Hqw,https://s3-media3.fl.yelpcdn.com/bphoto/R6YaJaVlyxFf3_N3BU_EMQ/o.jpg,False,"{'address1': '16 W 22nd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['16 W 22nd St', 'New York, NY 10010']}",Undercote,+12124017986,,3.0,14,[],https://www.yelp.com/biz/undercote-new-york-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
14,joyface-new-york,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.72394, 'longitude': -73.97878}",(917) 261-2166,7305.0237688712095,_CiiMsYT0W6LpsnLCiYAFA,https://s3-media1.fl.yelpcdn.com/bphoto/_DdXPLGLO4NvEcEpREB-aA/o.jpg,False,"{'address1': '104 Avenue C', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['104 Avenue C', 'New York, NY 10009']}",Joyface,+19172612166,,5.0,5,[],https://www.yelp.com/biz/joyface-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
15,elizas-local-new-york-2,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.72929, 'longitude': -73.98965}",(212) 203-9931,8074.519505536947,VhN7u8-4c1QtPlNuA_HocA,https://s3-media1.fl.yelpcdn.com/bphoto/gy-vNgahmFqb24eyS3j91g/o.jpg,False,"{'address1': '2 St Marks Pl', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['2 St Marks Pl', 'New York, NY 10003']}",Eliza's Local,+12122039931,,5.0,30,[],https://www.yelp.com/biz/elizas-local-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
16,mister-paradise-new-york,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.72676, 'longitude': -73.98617}",(212) 555-5555,7730.839196881906,IYR-jmboN66jRDPRKw0eqw,https://s3-media2.fl.yelpcdn.com/bphoto/scMpk8hRNLyTKoDyP7aHEQ/o.jpg,False,"{'address1': '105 1st Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['105 1st Ave', 'New York, NY 10003']}",Mister Paradise,+12125555555,,5.0,7,[],https://www.yelp.com/biz/mister-paradise-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
17,my-friend-duke-new-york,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.74157, 'longitude': -73.98093}",(646) 455-0684,9277.450521693772,4sC7DjOqRsrvt62ePpdQrQ,https://s3-media4.fl.yelpcdn.com/bphoto/fRGZRenBudtgrgTYGfJRKw/o.jpg,False,"{'address1': '383 3rd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['383 3rd Ave', 'New York, NY 10016']}",My Friend Duke,+16464550684,,5.0,12,[],https://www.yelp.com/biz/my-friend-duke-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
18,short-stories-new-york,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.72671, 'longitude': -73.99144}",,7817.487654520525,QsIAkIjzoAOtfgrABBe2ow,https://s3-media4.fl.yelpcdn.com/bphoto/9xOtEfNqLX5oSSLOnVjqwQ/o.jpg,False,"{'address1': '355 Bowery', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['355 Bowery', 'New York, NY 10003']}",Short Stories,,,4.0,2,[],https://www.yelp.com/biz/short-stories-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
19,the-huntress-whiskey-n-wings-long-island-city,"[{'alias': 'whiskeybars', 'title': 'Whiskey Bars'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 40.7525625982243, 'longitude': -73.9395872725611}",(718) 685-2922,10708.672077003737,1o7Z7uqwGfXmHnUZxW48Ug,https://s3-media1.fl.yelpcdn.com/bphoto/-bFF8hdgcN7wSoVszHS-Pw/o.jpg,False,"{'address1': '24-03 41st Ave', 'address2': None, 'address3': '', 'city': 'Long island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['24-03 41st Ave', 'Long island City, NY 11101']}",THE HUNTRESS whiskey n' wings,+17186852922,,4.5,40,[],https://www.yelp.com/biz/the-huntress-whiskey-n-wings-long-island-city?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
20,lost-hours-new-york-2,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.74614, 'longitude': -73.98336}",,9801.534394525017,uqd3mEol7jJlNE7d3DPLmg,https://s3-media1.fl.yelpcdn.com/bphoto/RyMeRVvW2AAJBxlp_RsJmQ/o.jpg,False,"{'address1': '32 E 32nd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['32 E 32nd St', 'New York, NY 10016']}",Lost hours,,,5.0,4,[],https://www.yelp.com/biz/lost-hours-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
21,the-factory-380-new-york,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.74164, 'longitude': -73.98132}",(212) 686-6380,9302.247995642243,stGcUKRbVS0H-Uv8DTVW4Q,https://s3-media3.fl.yelpcdn.com/bphoto/3LsNB4GlrDUCN2VPQmQFSQ/o.jpg,False,"{'address1': '380 3rd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['380 3rd Ave', 'New York, NY 10016']}",The Factory 380,+12126866380,,4.5,11,[],https://www.yelp.com/biz/the-factory-380-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
22,the-cabin-nyc-new-york-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.72393, 'longitude': -73.98383}",(212) 777-0454,7383.625487627005,J3NT61-AH5d5Gu5tFJhYSw,https://s3-media2.fl.yelpcdn.com/bphoto/dc54M8OrhvbJLRkuSmdmHw/o.jpg,False,"{'address1': '205 E 4th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['205 E 4th St', 'New York, NY 10009']}",The Cabin NYC,+12127770454,,4.0,35,[],https://www.yelp.com/biz/the-cabin-nyc-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
23,gitano-jungle-room-new-york,"[{'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.72279, 'longitude': -74.00491}",(212) 201-9119,7794.834730072125,CNbY3C2vZ2ZYNunXq-EmNQ,https://s3-media1.fl.yelpcdn.com/bphoto/_cAtMcd8_GwCOMbNhq_Nag/o.jpg,False,"{'address1': '23 Grand St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['23 Grand St', 'New York, NY 10013']}",Gitano Jungle Room,+12122019119,,4.0,12,[],https://www.yelp.com/biz/gitano-jungle-room-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
