category1,category2,category3,category4,alcohol,ambience,noise_level,phone,is_closed,name,yelp_url,price,rating,review_count,first_review_rating,first_review_date,transactions,transactions2,transactions3,hot_and_new,latitude,longitude,address1,address2,address3,city,zip_code,country,state
Bars ,American (New),,,Full Bar,Casual,Average,(718) 484-8704,FALSE,Branded Saloon,https://www.yelp.com/biz/branded-saloon-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,199,3,6/8/2010, pickup ,,delivery,no,40.67925,-73.9679699,603 Vanderbilt Ave,,,Brooklyn,11238,US,NY
Bars ,Pizza,ComedyClubs,,Full Bar,Casual,Loud,(718) 399-1353,FALSE,Cherry Tree,https://www.yelp.com/biz/cherry-tree-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,3.5,151,3,8/14/2006,pickup,restaurant_reservation,,no,40.68211365,-73.97945404,65 4th Ave,,,Brooklyn,11217,US,NY
Pubs ,American (New),,,Beer & Wine Only,Casual,Average,(718) 768-0515,FALSE,Draft Barn,https://www.yelp.com/biz/draft-barn-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,65,2,7/31/2009, pickup ,,delivery,no,40.59056,-73.97133,317 Ave X,,,Brooklyn,11223,US,NY
Bars,,,,,,,(347) 462-3572,FALSE,Legends Bar,https://www.yelp.com/biz/legends-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,4,5,12/9/2016,,,,no,40.61794,-73.9322,2128 Flatbush Ave,,,Brooklyn,11234,US,NY
Mexican ,Bars,Tex-Mex,,Full Bar,Casual,Average,(718) 230-8646,FALSE,Burrito Bar,https://www.yelp.com/biz/burrito-bar-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,639,4,11/3/2006, pickup ,restaurant_reservation,delivery,no,40.678342,-73.9730639,307 Flatbush Ave,,,Brooklyn,11238,US,NY
Dive Bars,,,,Full Bar,Divey,Average,(718) 384-9774,FALSE,Turkey's Nest Tavern,https://www.yelp.com/biz/turkeys-nest-tavern-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,169,3,4/28/2005,,,,no,40.72058282,-73.95508005,94 Bedford Ave,,,Brooklyn,11211,US,NY
Bars ,Sandwiches,Tapas/SmallPlates,,,,,(929) 457-6315,FALSE,Mekelburg's Domino,https://www.yelp.com/biz/mekelburgs-domino-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,5,17,5,9/14/2018,pickup,, delivery ,no,40.71371229,-73.9671562,319 Kent Ave,,,Brooklyn,11249,US,NY
Italian ,Bars,,,Full Bar,Casual,Average,(718) 768-4698,FALSE,Bar Toto,https://www.yelp.com/biz/bar-toto-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,255,4,9/13/2005,pickup,, delivery ,no,40.6669,-73.984672,411 11th St,,,Brooklyn,11215,US,NY
Caribbean ,Cocktail Bars,,,Full Bar,"Hipster, Casual",Average,(929) 276-3528,FALSE,Pearl's,https://www.yelp.com/biz/pearls-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,420,5,12/19/2015,pickup,restaurant_reservation, delivery ,no,40.7180814,-73.956634,178 N 8th St,,,Brooklyn,11211,US,NY
Burgers ,Beer Bar,,,,Casual,Average,(718) 801-8393,FALSE,Burger Joint,https://www.yelp.com/biz/burger-joint-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,44,5,7/11/2017,pickup,,,no,40.65663,-74.00843,220 36th St,Ste B114S,,Brooklyn,11232,US,NY
American (New) ,French,Bars,,,,,(929) 295-0784,FALSE,Gentleman Farmer - Fort Greene,https://www.yelp.com/biz/gentleman-farmer-fort-greene-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4.5,131,5,8/26/2015,pickup,restaurant_reservation, delivery ,no,40.69307,-73.9711,378 Myrtle Ave,,,Brooklyn,11205,US,NY
Bars,,,,Full Bar,Casual,Loud,(718) 491-6658,FALSE,Pour House of Bay Ridge,https://www.yelp.com/biz/pour-house-of-bay-ridge-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,35,3,4/22/2007,,,,no,40.628376,-74.028717,7901 3rd Ave,,,Brooklyn,11209,US,NY
Cocktail Bars ,Seafood,Japanese,,Full Bar,"Casual, Trendy, Intimate",Quiet,(646) 833-8564,FALSE,Bar Uni,https://www.yelp.com/biz/bar-uni-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,75,5,1/2/2017,,restaurant_reservation,,no,40.72491,-73.95113,674 Manhattan Ave,,,Brooklyn,11222,US,NY
Burgers ,American (New),CocktailBars,,Full Bar,Casual,Average,(718) 832-7961,FALSE,Johnny Mack's Bar & Grill,https://www.yelp.com/biz/johnny-macks-bar-and-grill-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,110,3,8/30/2005,pickup,restaurant_reservation,,no,40.664165,-73.9805459,1114 8th Ave,,,Brooklyn,11215,US,NY
Lounges ,Dance Clubs,GayBars,,Full Bar,Casual,Average,(347) 987-3101,FALSE,The Rosemont,https://www.yelp.com/biz/the-rosemont-williamsburg?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,38,5,3/28/2016,,,,no,40.707176,-73.947448,63 Montrose Ave,,,Williamsburg,11206,US,NY
Bars ,American (New),Australian,,Full Bar,"Casual, Trendy",Average,(347) 689-4065,FALSE,Northern Territory,https://www.yelp.com/biz/northern-territory-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,252,5,3/22/2014,pickup,restaurant_reservation,,no,40.72588494,-73.95716004,12 Franklin St,,,Brooklyn,11222,US,NY
Salad ,Sandwiches,WineBars,,Beer & Wine Only,,Quiet,(646) 381-3606,FALSE,CUPER,https://www.yelp.com/biz/cuper-brooklyn-5?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,43,5,8/14/2015,pickup,restaurant_reservation,delivery,no,40.70412643,-73.98762457,20 Pearl St,,,Brooklyn,11201,US,NY
Pubs ,Sports Bars,,,Full Bar,,,(347) 627-5103,FALSE,BKLYN PRIME,https://www.yelp.com/biz/bklyn-prime-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,14,2,6/4/2018,,restaurant_reservation,,no,40.63721998,-73.934948,4315 Farragut Rd,,,Brooklyn,11203,US,NY
Bars,,,,,,,,FALSE,Ceremony,https://www.yelp.com/biz/ceremony-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,3,5,4,5/9/2017,,,,no,40.710948,-73.945275,224 Manhattan Ave,,,Brooklyn,11206,US,NY
Bars,,,,Full Bar,,Average,,FALSE,Redd's,https://www.yelp.com/biz/redds-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,78,5,11/29/2005,,,,no,40.71113,-73.95068,511 Grand St,,,Brooklyn,11211,US,NY
Bars ,Chicken Wings,Sandwiches,,Full Bar,,Loud,(718) 417-1450,FALSE,Norwind's,https://www.yelp.com/biz/norwinds-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,59,4,9/18/2016,pickup,restaurant_reservation, delivery ,no,40.7041918,-73.9305843,1043 Flushing Ave,,,Brooklyn,11237,US,NY
Bars,,,,Full Bar,,Average,,FALSE,Precious Metal,https://www.yelp.com/biz/precious-metal-bushwick?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,25,4,3/17/2016,,,,no,40.700096,-73.92958,143 Troutman St,,,Bushwick,11206,US,NY
Music Venues ,Bars,Coffee&Tea,,Beer & Wine Only,Casual,Average,(718) 576-3222,FALSE,Muchmore's,https://www.yelp.com/biz/muchmores-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,64,4,7/29/2012,,,,no,40.71645236,-73.95294428,2 Havemeyer St,,,Brooklyn,11211,US,NY
Mediterranean ,Bars,,,Full Bar,Casual,Average,(718) 389-0640,FALSE,Glasserie,https://www.yelp.com/biz/glasserie-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4,319,5,6/13/2013,, restaurant_reservation,,no,40.7376154,-73.9560697,95 Commercial St,,,Brooklyn,11222,US,NY
Bars,,,,,,,(347) 221-0338,FALSE,Dirty Ryderz,https://www.yelp.com/biz/dirty-ryderz-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4,1,4,8/29/2013,,,,no,40.68721,-73.94095,600 Gates Ave,,,Brooklyn,11221,US,NY
Bars,,,,,,,,FALSE,Galapagos Enterprises,,,4,1,,,,,,no,40.66909,-73.91565,1567 Pitkin Ave,,,Brooklyn,11212,US,NY
Performing Arts ,Music Venues,,,Beer & Wine Only,,Quiet,(718) 254-8779,FALSE,St Ann's Warehouse,https://www.yelp.com/biz/st-anns-warehouse-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,36,5,1/27/2009,,,,no,40.70365909,-73.99288087,45 Water St,,,Brooklyn,11201,US,NY
Hookah Bars ,Modern European,,,Full Bar,Casual,Average,(917) 789-9990,FALSE,Love 69 Bar,https://www.yelp.com/biz/love-69-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,18,5,2/20/2014,pickup,,delivery,no,40.5878525,-73.9564056,1307 Z Ave,,,Brooklyn,11235,US,NY
Cocktail Bars ,Dance Clubs,Vegan,,,,,(718) 387-3337,FALSE,Black Flamingo,,$$,4,175,,,pickup,, delivery ,no,40.710437,-73.953916,168 Borinquen Pl,,,Brooklyn,11211,US,NY
Bars ,Breakfast & Brunch,American(New),,Full Bar,Casual,Loud,,FALSE,The Great Georgiana,https://www.yelp.com/biz/the-great-georgiana-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,70,4,9/9/2013,pickup,restaurant_reservation,,no,40.68924332,-73.96923828,248 Dekalb Ave,,,Brooklyn,11205,US,NY
Hookah Bars ,Lounges,,,Full Bar,Casual,Average,(347) 661-0542,FALSE,FireLounge DD,https://www.yelp.com/biz/firelounge-dd-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,26,1,8/24/2014,,,,no,40.667007,-73.994422,593 3rd Ave,,,Brooklyn,11215,US,NY
Bars ,Italian,,,Full Bar,Casual,Average,(718) 444-3537,FALSE,Dolce Vita Restaurant & Bar,https://www.yelp.com/biz/dolce-vita-restaurant-and-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4.5,27,5,1/26/2016,pickup,restaurant_reservation,,no,40.619697,-73.918792,5811 Ave N,,,Brooklyn,11234,US,NY
Music Venues ,Dance Clubs,,,Full Bar,,,,FALSE,Elsewhere,https://www.yelp.com/biz/elsewhere-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,61,5,10/9/2017,,,,no,40.70933,-73.92315,599 Johnson Ave,,,Brooklyn,11237,US,NY
Wine Bars ,Italian,CocktailBars,,Full Bar,"Casual, Romantic",Average,(718) 419-0722,FALSE,Have & Meyer,https://www.yelp.com/biz/have-and-meyer-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,83,5,12/11/2015,pickup,restaurant_reservation, delivery ,no,40.71326878,-73.9564744,103 Havemeyer St,,,Brooklyn,11211,US,NY
Tapas/Small Plates ,Bars,TapasBars,,Full Bar,,Quiet,(718) 852-8585,FALSE,Misdemeanor,https://www.yelp.com/biz/misdemeanor-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,9,3,9/7/2012,,,,no,40.68879,-73.98885,85 Smith St,,,Brooklyn,11201,US,NY
Pubs ,Lounges,MusicVenues,,Full Bar,Divey,Average,(718) 921-0217,FALSE,Kitty Kiernans,https://www.yelp.com/biz/kitty-kiernans-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,3.5,22,3,8/20/2008,,,,no,40.61531,-74.0342299,9715 3rd Ave,,,Brooklyn,11209,US,NY
Cafes ,Bars,Coffee&Tea,,Full Bar,,,(718) 684-3023,FALSE,The Buren,https://www.yelp.com/biz/the-buren-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,3.5,15,5,9/7/2018,pickup,restaurant_reservation, delivery ,no,40.69196,-73.92608,1223 Broadway,,,Brooklyn,11221,US,NY
American (Traditional) ,Sports Bars,BeerBar,,Beer & Wine Only,Casual,Quiet,(718) 676-2727,FALSE,Draft Barn,https://www.yelp.com/biz/draft-barn-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,33,5,2/8/2012,pickup,restaurant_reservation,,no,40.58437,-73.9453,28 Dooley St,,,Brooklyn,11235,US,NY
Irish Pub,,,,Full Bar,,Average,(718) 680-0016,FALSE,The Leif Bar,https://www.yelp.com/biz/the-leif-bar-bay-ridge?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,8,5,3/26/2015,,,,no,40.63492434,-74.02042454,6725 5th Ave,,,Bay Ridge,11209,US,NY
Sports Bars ,Pizza,,,,,,(929) 295-0108,FALSE,Tale,https://www.yelp.com/biz/tale-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,5,1,5,3/19/2019,,,,yes,40.66156851,-73.9929964,683 5th Ave,,,Brooklyn,11215,US,NY
American (New) ,Pubs,Coffee&Tea,,Full Bar,Casual,Average,(718) 513-6245,FALSE,The Gather Inn Again,https://www.yelp.com/biz/the-gather-inn-again-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,28,5,12/30/2012, pickup ,restaurant_reservation,delivery,no,40.5928248,-73.92524587,2718 Gerritsen Ave,,,Brooklyn,11229,US,NY
Bars,,,,Full Bar,,Average,(718) 377-9798,FALSE,Costello's Bar,https://www.yelp.com/biz/costellos-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,2.5,3,1,1/30/2016,,,,no,40.6102,-73.9439,3042 Nostrand Ave,,,Brooklyn,11229,US,NY
Bars,,,,,,,,FALSE,Hunter Bar 888,https://www.yelp.com/biz/hunter-bar-888-sunset-park?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,5,1,5,11/26/2015,,,,no,40.64426301,-74.00063475,4414 8th Ave,,,Sunset Park,11220,US,NY
Japanese ,Bars,,,Full Bar,Casual,Quiet,(718) 388-6160,FALSE,Akariba,https://www.yelp.com/biz/akariba-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,36,3,9/18/2010,,,,no,40.7189722,-73.9608301,77 N 6th St,,,Brooklyn,11249,US,NY
Gay Bars,,,,Full Bar,,Average,(718) 788-2710,FALSE,Excelsior,https://www.yelp.com/biz/excelsior-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,15,4,8/23/2015,,,,no,40.66527817,-73.98937238,563 5th Ave,,,Brooklyn,11215,US,NY
Bars ,Burgers,American(New),,Full Bar,"Hipster, Casual",Average,(347) 763-0872,FALSE,Sweet Science,https://www.yelp.com/biz/sweet-science-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,511,4,4/27/2013,pickup,restaurant_reservation,,no,40.70638418,-73.94311197,135 Graham Ave,,,Brooklyn,11206,US,NY
Dive Bars,,,,Full Bar,"Divey, Casual",Loud,,FALSE,Rocka Rolla,https://www.yelp.com/biz/rocka-rolla-williamsburg-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,111,4,8/29/2014,,,,no,40.71400688,-73.95273412,486 Metropolitan Ave,,Brooklyn,Williamsburg,11211,US,NY
Lounges ,Hookah Bars,,,Full Bar,Casual,Very Loud,(347) 915-1515,FALSE,Cave Restaurant,https://www.yelp.com/biz/cave-restaurant-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,64,1,10/11/2012,,restaurant_reservation,,no,40.5957184,-73.9736099,2320 McDonald Ave,,,Brooklyn,11223,US,NY
Bars ,Music Venues,American(Traditional),,Full Bar,Divey,Average,(347) 413-8801,FALSE,Alphaville,https://www.yelp.com/biz/alphaville-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,3.5,47,5,11/7/2014, pickup ,,delivery,no,40.700489,-73.925857,140 Wilson Ave,,,Brooklyn,11237,US,NY
Bars,,,,Beer & Wine Only,Casual,Average,,FALSE,Brooklyn Safehouse,https://www.yelp.com/biz/brooklyn-safehouse-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,3.5,38,5,2/17/2014,,,,no,40.728874,-73.957183,120 Franklin St,,,Brooklyn,11222,US,NY
Wine Bars ,Mediterranean,,,Beer & Wine Only,Casual,Quiet,(917) 909-1087,FALSE,West Wine Bar,https://www.yelp.com/biz/west-wine-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4.5,34,5,5/18/2017,pickup,,,no,40.72886781,-73.95923492,67 West St,,,Brooklyn,11222,US,NY
Lounges,,,,No,,,,FALSE,Kache,https://www.yelp.com/biz/kache-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,5,1,5,11/11/2018,,restaurant_reservation,,no,40.61653,-73.93043,2192 Flatbush Ave,,,Brooklyn,11234,US,NY
Italian ,Cocktail Bars,,,Full Bar,Trendy,Average,(718) 576-3095,FALSE,Lilia,https://www.yelp.com/biz/lilia-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4,620,5,1/22/2016,,restaurant_reservation,,no,40.71757,-73.95236,567 Union Ave,,,Brooklyn,11211,US,NY
American (New) ,Pubs,Coffee&Tea,,Full Bar,Casual,Average,(347) 853-8687,FALSE,Building on Bond,https://www.yelp.com/biz/building-on-bond-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,393,4,8/7/2008, pickup , restaurant_reservation,delivery,no,40.68646607,-73.98525812,112 Bond St,,,Brooklyn,11217,US,NY
Lounges,,,,,,,(718) 483-8943,FALSE,Acoustik Garden,https://www.yelp.com/biz/acoustik-garden-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,2,4,9/17/2017,,,,no,40.67815,-73.93882,1515 Atlantic Ave,,,Brooklyn,11213,US,NY
Bars,,,,,,,(718) 383-9699,FALSE,Alfred Kaminski Bar & Grill,https://www.yelp.com/biz/alfred-kaminski-bar-and-grill-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,5,1,5,5/2/2013,,,,no,40.734312,-73.955212,1041 Manhattan Ave,,,Brooklyn,11222,US,NY
Bars ,Latin American,Dominican,,Full Bar,Casual,Loud,(718) 387-5111,FALSE,DOS31 Cocina + Bar,https://www.yelp.com/biz/dos31-cocina-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,25,5,4/23/2016, pickup ,,delivery,no,40.7105846,-73.9588372,231 S 4th St,,,Brooklyn,11211,US,NY
American (New) ,Cocktail Bars,BeerBar,,Full Bar,Casual,Average,(718) 965-9600,FALSE,Loki Bar,https://www.yelp.com/biz/loki-bar-park-slope-6?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,168,3,5/24/2005, pickup ,restaurant_reservation,delivery,no,40.673937,-73.983064,341 2nd St,,,Park Slope,11215,US,NY
American (New) ,Cocktail Bars,,,Full Bar,,,,FALSE,Bar Beau,https://www.yelp.com/biz/bar-beau-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4.5,31,5,7/22/2018,pickup,restaurant_reservation,,no,40.71695,-73.95009,61 Withers St,,,Brooklyn,11211,US,NY
American (New) ,Seafood,CocktailBars,,Full Bar,"Casual, Trendy",Loud,(718) 398-7700,FALSE,Woodland,https://www.yelp.com/biz/woodland-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,1058,2,5/24/2012, pickup ,restaurant_reservation,delivery,no,40.680155,-73.9749779,242 Flatbush Ave,,,Brooklyn,11217,US,NY
Peruvian ,Bars,,,Full Bar,Trendy,Average,(718) 387-3434,FALSE,Llama Inn,https://www.yelp.com/biz/llama-inn-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4,376,4,11/23/2015,, restaurant_reservation,,no,40.71672,-73.95051,50 Withers St,,,Brooklyn,11211,US,NY
Bookstores ,Bars,Coffee&Tea,,Beer & Wine Only,"Hipster, Casual",Average,,FALSE,Molasses Books,https://www.yelp.com/biz/molasses-books-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,44,5,2/28/2013,pickup,,,no,40.700569,-73.923696,770 Hart St,,,Brooklyn,11237,US,NY
