category1,category2,category3,category4,alcohol,ambience,noise_level,phone,is_closed,name,yelp_url,url,price,rating,review_count,first_review_rating,first_review_date,transactions,transactions2,transactions3,hot_and_new,latitude,longitude,address1,address2,address3,city,zip_code,country,state
Ice Cream & Frozen Yogurt ,Coffee & Tea,,,,,,,FALSE,Parkside Creamery,,,$,3.5,41,,,,,,no,40.65685,-73.96032,676 Flatbush Ave,,,Brooklyn,11225,US,NY
Coffee & Tea ,Sandwiches,,,,,,(718) 438-5445,FALSE,Parade Cafe,,,$$,4,46,,,,,,no,40.64754,-73.97386,622 Caton Ave,,,Brooklyn,11218,US,NY
Cafes ,Coffee & Tea,,,,,,(929) 295-0713,FALSE,Flor Cafe,,,,4.5,9,,, pickup ,,delivery,no,40.6823927,-73.96121951,1013 Fulton St,,,Brooklyn,11238,US,NY
Coffee & Tea ,Breakfast & Brunch,Vegetarian,,,,,(718) 230-0178,FALSE,Seven Point Espresso,,,$$,4,90,,, pickup ,,delivery,no,40.67834,-73.96363,637 Washington Ave,,,Brooklyn,11238,US,NY
Coffee & Tea,,,,,,,(718) 384-0075,FALSE,Black Brick,,,$,4,291,,,,,,no,40.71420792,-73.96178484,300 Bedford Ave,,,Brooklyn,11211,US,NY
Coffee & Tea ,Accessories,Jewelry,,,,,(929) 397-2716,FALSE,FEED Shop & Cafe,,,,4.5,10,,,,,,no,40.703402,-73.99141,55 Water St,,,Brooklyn,11201,US,NY
Coffee & Tea ,Furniture Stores,LightingStores,,,,,(917) 909-1651,FALSE,Relationships,,,,5,4,,,,,,no,40.68279,-73.96421,920 Fulton St,,,Brooklyn,11238,US,NY
Coffee & Tea,,,,,,,(347) 599-2884,FALSE,Southside Coffee,,,$,4,191,,,,,,no,40.66113306,-73.99025414,652 6th Ave,,,Brooklyn,11215,US,NY
Coffee & Tea,,,,,,,(718) 768-4170,FALSE,Café Regular,,,$,4,158,,,,,,no,40.668514,-73.987731,318 11th St,,,Brooklyn,11215,US,NY
Coffee & Tea ,Bakeries,BubbleTea,,,,,(516) 945-9711,FALSE,Bread & Joe,,,$,4.5,82,,,,,,no,40.66485,-73.99383,618 4th Ave,,,Brooklyn,11215,US,NY
Coffee & Tea ,Breakfast & Brunch,Bakeries,,,,,(347) 435-0132,FALSE,Der Pioneer,,,$$,4.5,108,,, pickup ,,delivery,no,40.64606,-73.97217,737 Church Ave,,,Brooklyn,11218,US,NY
Coffee & Tea,,,,,,,,FALSE,Anchor Coffee and Corp,,,$$,4.5,63,,,,,,no,40.6842654,-73.9411785,525A Throop Ave,,,Brooklyn,11221,US,NY
Coffee & Tea,,,,,,,(646) 781-9900,FALSE,Manhattanville Coffee,,,$$,3.5,78,,,,,,no,40.671649,-73.952914,167 Rogers Ave,,,Brooklyn,11216,US,NY
Cafes,,,,,,,(718) 788-5800,FALSE,Muse Cafe & Tea,,,$,4.5,127,,,pickup,, delivery ,no,40.66627125,-73.98529867,497 6th Ave,,,Park Slope,11215,US,NY
Cafes ,Sandwiches,,,,,,(718) 349-1542,FALSE,Bakeri,,,$$,4,73,,,,,,no,40.73431,-73.95753,105 Freeman St,,,Brooklyn,11222,US,NY
Cafes ,Juice Bars & Smoothies,,,,,,(347) 294-4334,FALSE,Good Day Play Cafe - Brooklyn,,,$$,4,33,,,,,,no,40.66444,-73.99006,591 5th Ave,,,Brooklyn,11215,US,NY
Bakeries ,French,Cafes,,,,,(718) 852-0200,FALSE,Bien Cuit,,,$$,4,362,,,,,,no,40.6877048,-73.9900535,120 Smith St,,,Brooklyn,11201,US,NY
Coffee & Tea ,Bakeries,Sandwiches,,,,,(718) 965-6400,FALSE,Colson Patisserie,,,$$,4,204,,,,,,no,40.667755,-73.98397,374 9th St,,,Brooklyn,11215,US,NY
Coffee & Tea ,Cafes,Flowers&Gifts,,,,,(917) 909-1986,FALSE,Planted Cafe,,,,4,10,,,,,,no,40.68053,-73.99452,333 Smith St,,,Brooklyn,11231,US,NY
Cafes,,,,,,,(646) 258-0514,FALSE,Georges-André Vintage Café,,,$,4,115,,,,,,no,40.683663,-73.932579,558 Halsey St,,,Brooklyn,11233,US,NY
Coffee & Tea,,,,,,,,FALSE,Everyman Espresso,,,$$,4.5,48,,,,,,no,40.67792,-73.97975,162 5th Ave,,,Brooklyn,11217,US,NY
Cafes ,Coffee & Tea,Kosher,,,,,(347) 292-1382,FALSE,Brooklyn Artisan Bakehouse & Cafe,,,$$,4,42,,, pickup ,,delivery,no,40.66214752,-73.94503021,529 E New York Ave,,,Brooklyn,11225,US,NY
Coffee & Tea ,Gluten-Free,Breakfast&Brunch,,,,,(718) 374-6858,FALSE,Bluestone Lane,,,$$,4,133,,,,,,no,40.70078,-73.9884299,55 Prospect St,,,Brooklyn,11201,US,NY
Cafes ,Breakfast & Brunch,,,,,,(929) 337-6117,FALSE,Madcap Cafe,,,$$,4.5,46,,, pickup ,,delivery,no,40.68007,-73.99685,387 Court St,,,Brooklyn,11231,US,NY
Coffee & Tea ,Coffee Roasteries,Cafes,,,,,(718) 285-6180,FALSE,Devocion,,,$$,4,65,,,,,,no,40.68857,-73.98334,276 Livingston St,,,Brooklyn,11201,US,NY
Coffee & Tea,,,,,,,(718) 938-9782,FALSE,Loud Baby,,,$,4.5,35,,,,,,no,40.65629242,-73.96019313,696 Flatbush Ave,Store  3,,Brooklyn,11225,US,NY
Coffee & Tea ,Breakfast & Brunch,Sandwiches,,,,,(347) 240-7281,FALSE,Penny House Cafe,,,$,4.5,220,,,,,,no,40.676044,-73.963713,732 Washington Ave,,,Brooklyn,11238,US,NY
Coffee & Tea ,Cafes,,,,,,(718) 768-2613,FALSE,Postmark Cafe,,,$,4.5,175,,,,,,no,40.6710865,-73.9852,326 6th St,,,Brooklyn,11215,US,NY
Coffee & Tea ,Desserts,Breakfast&Brunch,,No,"Hipster, Casual, Trendy",Average,(718) 513-0441,FALSE,Milk & Honey Cafe,https://www.yelp.com/biz/milk-and-honey-cafe-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,milkandhoneycafeny.com,$$,4,774,4,6/18/2013,pickup,No,No,no,40.63435674,-73.96610465,1119 Newkirk Ave,,,Brooklyn,11230,US,NY
Coffee & Tea ,Bakeries,,,,,,(718) 522-0969,FALSE,Absolute Coffee,,,$$,4.5,154,,,,,,no,40.68827,-73.987569,327 Atlantic Ave,,,Brooklyn,11201,US,NY
Coffee & Tea ,Sandwiches,Salad,,,,,(718) 622-0299,FALSE,Sit & Wonder,,,$,4,229,,,,,,no,40.67751363,-73.96373749,688 Washington Ave,,,Brooklyn,11238,US,NY
Coffee & Tea,,,,,,,(718) 783-6045,FALSE,Urban Vintage,,,$$,4.5,266,,, pickup ,,delivery,no,40.68794107,-73.96286677,294 Grand Ave,,,Brooklyn,11238,US,NY
Coffee & Tea ,Desserts,,,,,,(347) 405-8768,FALSE,Koala Cafe,,,$,5,22,,,,,,no,40.6676399,-73.9588627,905 Franklin Ave,Ste A,,Brooklyn,11225,US,NY
Coffee & Tea,,,,,,,(718) 783-0673,FALSE,Café Regular du Nord,,,$$,4,144,,,,,,no,40.67507935,-73.97554779,158 Berkeley Pl,,,Brooklyn,11217,US,NY
Cafes ,Tea Rooms,Venues&EventSpaces,,,,,(917) 909-0577,FALSE,Mirror Tea House,,,,4.5,23,,,,,,no,40.678888,-73.986189,575 Union St,Ste A,,Brooklyn,11215,US,NY
Coffee & Tea,,,,,,,,FALSE,Windsor Coffee,,,$$$,4.5,38,,,,,,no,40.6491,-73.97766,144 E 4th St,,,Brooklyn,11218,US,NY
Coffee & Tea,,,,,,,,FALSE,Sun House Cafe,,,$,4.5,42,,,,,,no,40.6474965,-74.0004084,4017 7th Ave,,,Brooklyn,11232,US,NY
Coffee & Tea,,,,,,,(347) 844-9292,FALSE,South Slope Local,,,$,4,45,,,,,,no,40.66594315,-73.98203278,355 7th Ave,,,Brooklyn,11215,US,NY
Coffee & Tea,,,,,,,(718) 855-1000,FALSE,Brooklyn Roasting Company,,,$$,4,476,,,,,,no,40.704228,-73.986241,25 Jay St,,,Brooklyn,11201,US,NY
Coffee & Tea,,,,,,,,FALSE,Velvette Brew,,,$,5,56,,,,,,no,40.6832,-73.99272,251 Smith St,,,Brooklyn,11231,US,NY
Coffee & Tea,,,,,,,,FALSE,Café Martin,,,$,4,127,,,,,,no,40.671651,-73.983908,355 5th Ave,,,Brooklyn,11215,US,NY
Coffee & Tea,,,,,,,(718) 552-2221,FALSE,Cup of Brooklyn,,,$$,4.5,101,,, pickup ,,delivery,no,40.68949223,-73.92260883,1071B Gates Ave,,,Brooklyn,11221,US,NY
Coffee & Tea,,,,,,,(917) 966-9331,FALSE,Brooklyn Perk,,,,5,6,,,,,,no,40.6586,-73.96033,605 Flatbush Ave,,,Brooklyn,11225,US,NY
Coffee & Tea,,,,,,,(718) 489-8401,FALSE,Cafe Eloise,,,,5,22,,,,,,no,40.67648,-73.96263,417 Prospect Pl,,,Brooklyn,11238,US,NY
Cafes,,,,,,,(718) 853-5500,FALSE,ELK Cafe,,,$,3.5,80,,,,,,no,40.654876,-73.973701,154 Prospect Park SW,,,Brooklyn,11218,US,NY
Coffee & Tea ,Chocolatiers & Shops,Desserts,,,,,(929) 306-8332,FALSE,Gran Caffe' De Martini,,,$,5,23,,, pickup ,,delivery,no,40.679033,-73.968045,609 Vanderbilt Ave,,,Brooklyn,11238,US,NY
Cafes ,Coffee & Tea,,,,,,(347) 213-4365,FALSE,OS Cafe,,,$,5,21,,,,,,no,40.66476,-73.98648,535 6th Ave,Ste A,,Brooklyn,11215,US,NY
Cafes,,,,,,,(347) 689-3184,FALSE,Companion Cafe,,,,5,17,,,,,,no,40.6809842,-73.9745721,64 6th Ave,,,Brooklyn,11217,US,NY
Coffee & Tea,,,,,,,(585) 888-3153,FALSE,Coffee Project NY,,,,5,29,,,,,,no,40.68759279,-73.97924911,78 Rockwell Pl,,,Brooklyn,11217,US,NY
Coffee & Tea,,,,,,,(917) 499-3244,FALSE,Little Zelda,,,$,4,180,,,,,,no,40.67376,-73.9569999,728 Franklin Ave,,,Brooklyn,11238,US,NY
Coffee & Tea,,,,,,,(646) 846-9077,FALSE,Matchaful Café,,,$$,4.5,53,,,,,,no,40.70424315,-73.9864411,25 Jay St,,,Brooklyn,11201,US,NY
Coffee & Tea,,,,,,,,FALSE,Velvette Brew,,,,4.5,19,,,,,,no,40.67385789,-73.98220785,279 5th Ave,,,Brooklyn,11215,US,NY
Coffee Roasteries ,Coffee & Tea,,,,,,(347) 871-1611,FALSE,Sey Coffee,,,$,4.5,66,,,,,,no,40.705318,-73.932418,18 Grattan St,,,Brooklyn,11206,US,NY
Coffee & Tea ,Desserts,,,,,,(917) 640-4867,FALSE,Fare and Folk,,,,5,4,,,,,,no,40.68749934,-73.9980131,402 Henry St,,,Brooklyn,11201,US,NY
American (Traditional) ,Cafes,,,Beer & Wind Onlly,Casual,Average,(718) 399-2211,FALSE,Lincoln Station,https://www.yelp.com/biz/lincoln-station-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,stationfoods.com,$$,4,248,5,2/3/2013, pickup ,,delivery,no,40.6726102,-73.9627163,409 Lincoln Pl,,,Brooklyn,11238,US,NY
Coffee & Tea ,Internet Cafes,IceCream&FrozenYogurt,,,,,(718) 360-8685,FALSE,KAVE,,,$,4,169,,,,,,no,40.7050841,-73.929109,119 Knickerbocker Ave,,,Brooklyn,11237,US,NY
Cafes,,,,,,,(718) 316-6161,FALSE,Cafe Alula,,,,5,9,,, pickup ,,delivery,no,40.73461,-73.95822,252 Franklin St,,,Brooklyn,11222,US,NY
Bakeries ,Coffee & Tea,,,,,,(718) 499-2917,FALSE,Four & Twenty Blackbirds,,,$$,4,677,,,,,delivery,no,40.67206,-73.99015,439 3rd Ave,,,Brooklyn,11215,US,NY
Coffee & Tea ,Bakeries,Sandwiches,,,,,(917) 442-2819,FALSE,Bookery,,,$,4,34,,, pickup ,,delivery,no,40.6531,-74.002867,462 36th St,,,Brooklyn,11232,US,NY
Coffee & Tea,,,,,,,,FALSE,BKG Coffee Roasters,,,$$,4.5,65,,,,,,no,40.69404,-73.96193,557 Myrtle Ave,,,Brooklyn,11205,US,NY
Coffee & Tea,,,,,,,,FALSE,Rose Wolf Coffee,,,,4.5,16,,,,,,no,40.71475,-73.94004,867 Metropolitan Ave,,,Brooklyn,11211,US,NY
Coffee & Tea,,,,,,,(718) 388-0013,FALSE,Burly Coffee,,,$,4,84,,,,,,no,40.6920973,-73.9427741,356 Throop Ave,,,Brooklyn,11221,US,NY
Coffee & Tea,,,,,,,(917) 966-6070,FALSE,Parlor Coffee,,,$,4.5,11,,,,,,no,40.69748,-73.97041,11 Vanderbilt Ave,,,Brooklyn,11205,US,NY
Coffee & Tea ,Breakfast & Brunch,Sandwiches,,,,,(718) 388-1101,FALSE,Northerly,,,$,4.5,55,,,,,,no,40.71065,-73.95801,181 Havemeyer St,,,Brooklyn,11211,US,NY
Coffee & Tea ,Breakfast & Brunch,,,,,,(347) 305-3250,FALSE,Qathra,,,$$,4,298,,,,,,no,40.639608,-73.967399,1112 Cortelyou Rd,,,Brooklyn,11218,US,NY
Donuts ,Coffee & Tea,Macarons,,,,,(718) 333-5288,FALSE,Cream Coffee & Tea Shop,,,$$,4.5,163,,,,,,no,40.6332643,-74.0272763,7210 B 3rd Ave,,,Brooklyn,11209,US,NY
Cafes ,Breakfast & Brunch,,,,,,,FALSE,Skal,,,$$,4.5,38,,,,,,no,40.68262266,-73.93478895,373 Lewis Ave,,,Brooklyn,11233,US,NY
Art Galleries ,Venues & Event Spaces,Coffee&Tea,,,,,(718) 484-4833,FALSE,Playground Coffee Shop,,,$$,4,34,,,,,,no,40.6865747,-73.9548484,1114 Bedford Ave,,,Brooklyn,11216,US,NY
Coffee & Tea,,,,,,,(718) 215-9910,FALSE,Upright Coffee,,,$$,4.5,122,,,pickup,, delivery ,no,40.7292285,-73.9537541,860 Manhattan Ave,,,Brooklyn,11222,US,NY
Coffee & Tea ,Bakeries,Breakfast&Brunch,,,,,(718) 388-8037,FALSE,Bakeri,,,$,4,346,,,,,,no,40.72004318,-73.96013641,150 Wythe Ave,,,Brooklyn,11211,US,NY
Coffee & Tea ,Bakeries,InternetCafes,,,,,(347) 586-0063,FALSE,Toby's Estate Coffee,,,$$,4,445,,,pickup,, delivery ,no,40.71796,-73.95921,125 N 6th St,,,Brooklyn,11249,US,NY
Bakeries ,Coffee & Tea,IceCream&FrozenYogurt,,,,,(718) 622-4000,FALSE,The Good Batch,,,$$,4,147,,,,,,no,40.68254,-73.96331,936 Fulton St,,,Brooklyn,11238,US,NY
Cafes ,Bagels,,,,,,(718) 484-0980,FALSE,Little Skips,,,$,4,409,,,,,,no,40.69760009,-73.93124529,941 Willoughby Ave,,,Brooklyn,11221,US,NY
Vinyl Records ,Cafes,,,,,,(347) 529-0222,FALSE,The Mixtape Shop,,,$$,4.5,25,,,,,,no,40.68487921,-73.9540432,1129 Bedford Ave,,,Brooklyn,11216,US,NY
Coffee & Tea ,Bakeries,Breakfast&Brunch,,,,,(718) 855-3475,FALSE,Root Hill Cafe,,,$$,3.5,170,,,,,,no,40.67603881,-73.98420164,262 4th Ave,,,Brooklyn,11215,US,NY
Coffee & Tea ,Bakeries,Breakfast&Brunch,,,,,(929) 210-0439,FALSE,ELEVEN36,,,$,4.5,35,,,pickup,, delivery ,no,40.6681278,-73.9530722,1136 President St,,,Brooklyn,11225,US,NY
Moroccan ,French,Coffee&Tea,,,,,,FALSE,Cafe Gitane,,,,4.5,5,,,,,,no,40.7028273,-73.9812812,70 Hudson Ave,,,Brooklyn,11201,US,NY
Coffee & Tea,,,,,,,(510) 653-3394,FALSE,Blue Bottle Coffee,,,$$,4.5,127,,,,,,no,40.68736,-73.9897699,85 Dean St,,,Brooklyn,11201,US,NY
Coffee & Tea,,,,,,,(929) 295-9328,FALSE,Caffe Vita Bushwick,,,$$,4.5,20,,,,,,no,40.70879,-73.92521,576 Johnson Ave,,,Brooklyn,11237,US,NY
Cafes ,Breakfast & Brunch,Coffee&Tea,,,,,(347) 384-2390,FALSE,Camila's Cafe,,,$,4.5,35,,,pickup,,,no,40.67973,-74.0054,358 Columbia St,,,Brooklyn,11231,US,NY
Coffee Roasteries ,Breakfast & Brunch,Coffee&Tea,,,,,(347) 987-4919,FALSE,East One Coffee Roasters,,,$$,4,129,,,,,,no,40.68129822,-73.99666634,384 Court St,,,Brooklyn,11231,US,NY
Cafes ,Coffee & Tea,,,,,,(718) 497-2326,FALSE,Variety,,,$,4,109,,,,,,no,40.702651,-73.917107,146 Wyckoff Ave,,,Brooklyn,11237,US,NY
Coffee & Tea ,Desserts,Sandwiches,,,,,,FALSE,Espresso Me,,,$,4.5,49,,,,,,no,40.6908328,-73.9970734,88 Atlantic Ave,,,Brooklyn,11201,US,NY
Coffee & Tea,,,,,,,(347) 492-4997,FALSE,Alegrito Espresso Bar,,,,4.5,19,,,,,,no,40.6134813,-73.9811028,2216 65th St,,,Brooklyn,11204,US,NY
Coffee & Tea,,,,,,,(929) 900-5282,FALSE,City of Saints Coffee Roasters,,,$,4.5,48,,,,,,no,40.7087771,-73.9360653,297 Meserole St,,,Brooklyn,11206,US,NY
Cafes,,,,,,,(718) 789-7890,FALSE,Primrose Cafe,,,$$,3,107,,,,,,no,40.6868401,-73.9662323,147 Greene Ave,,,Brooklyn,11238,US,NY
Coffee & Tea ,Desserts,CustomCakes,,,,,,FALSE,Luckybird Bakery,,,$$,4.5,67,,,,,,no,40.70762634,-73.94270325,163 Montrose Ave,,,Brooklyn,11206,US,NY
Coffee & Tea,,,,,,,(718) 768-6868,FALSE,Kos Kaffe Roasting House,,,$$,3.5,179,,,pickup,, delivery ,no,40.6746704,-73.981526,251 5th Ave,,,Brooklyn,11215,US,NY
Coffee & Tea ,Donuts,Cafes,,,,,(718) 852-2556,FALSE,Bittersweet,,,$,3.5,111,,,,,,no,40.689498,-73.9725219,180 Dekalb Ave,,,Brooklyn,11205,US,NY
Coffee & Tea ,Florists,,,,,,(347) 256-4864,FALSE,Bohaus,,,$$,4.5,71,,,,,,no,40.68294,-73.93831,406 Marcus Garvey Blvd,,,Brooklyn,11216,US,NY
Cafes ,Breakfast & Brunch,,,,,,(347) 461-9669,FALSE,Cafe On Ralph,,,$$,4,47,,,pickup,, delivery ,no,40.68715638,-73.92379671,86 Ralph Ave,,,Brooklyn,11221,US,NY
Coffee & Tea,,,,,,,,FALSE,Odd Fox Coffee,,,$,4.5,40,,,,,,no,40.73274,-73.95436,984 Manhattan Ave,,,Brooklyn,11222,US,NY
Coffee & Tea ,Polish,Breakfast&Brunch,,,,,(518) 528-7809,FALSE,Zabka Coffee,,,$,4.5,77,,,pickup,, delivery ,no,40.68203,-73.95004,492 Nostrand Ave,,,Brooklyn,11216,US,NY
Coffee & Tea,,,,,,,(718) 858-8998,FALSE,The Little Sweet Cafe,,,$$,4.5,98,,,,,,no,40.6881418,-73.9867324,77B Hoyt St,,,Boerum Hill,11201,US,NY
Coffee & Tea ,Sandwiches,Turkish,,,,,(718) 599-0099,FALSE,Lion's Milk,,,$,4.5,82,,,pickup,, delivery ,no,40.7159199,-73.9558,104 Roebling St,,,Brooklyn,11211,US,NY
Bakeries ,Coffee & Tea,,,,,,(347) 350-5110,FALSE,Four & Twenty Blackbirds,,,$$,4,48,,,pickup,, delivery ,no,40.68023,-73.96938,634 Dean St,,,Brooklyn,11238,US,NY
Coffee & Tea ,Patisserie/Cake Shop,,,,,,,FALSE,Hearts Coffee Bushwick,,,$,4.5,43,,,,,,no,40.69231,-73.92648,1207 Broadway,,,Brooklyn,11221,US,NY
Coffee & Tea ,Breakfast & Brunch,Soup,,,,,(929) 337-6007,FALSE,Bushwick Grind,,,$,5,81,,,pickup,, delivery ,no,40.70162,-73.94441,63 Whipple St,Unit 1L,,Brooklyn,11206,US,NY
Coffee & Tea ,Cafes,JuiceBars&Smoothies,,,,,(718) 576-3997,FALSE,Espresso 77,,,$,4.5,36,,,,,,no,40.6644,-73.98385,410 7th Ave,,,Brooklyn,11215,US,NY
Cafes ,Breakfast & Brunch,Sandwiches,,,,,,FALSE,Blank Cafe & Bistro,,,$,4.5,98,,,,,,no,40.71078043,-73.96789726,25 Broadway,,,Brooklyn,11249,US,NY
Coffee & Tea,,,,,,,(347) 996-4533,FALSE,Coffee RX,,,$,4,26,,,,,,no,40.61117,-74.00944,1504 86th St,,,Brooklyn,11228,US,NY
Cafes ,Coffee & Tea,,,,,,(718) 783-7375,FALSE,Hungry Ghost,,,$,3.5,58,,,,,,no,40.6763573,-73.971138,183 Sterling Pl,,Prospect Heights II,Brooklyn,11238,US,NY
Coffee & Tea ,Cocktail Bars,Breakfast&Brunch,,,,,(718) 650-3030,FALSE,MATTER,,,$$,4.5,63,,,pickup,, delivery ,no,40.63063104,-74.02829212,7604 3rd Ave,,,Brooklyn,11209,US,NY
Cafes ,Coffee & Tea,JuiceBars&Smoothies,,,,,(929) 376-8042,FALSE,Cafe Nanahoshi,,,,4.5,7,,,,,,no,40.67059,-73.98625,300 7th Street Brooklyn,,,Brooklyn,11215,US,NY
Coffee & Tea,,,,,,,,FALSE,Somewhere,,,,5,3,,,,,,no,40.67729,-74.015478,220 Conover St,,,Brooklyn,11231,US,NY
Coffee & Tea,,,,,,,,FALSE,Marine Park Coffee,,,$,5,33,,,pickup,, delivery ,no,40.614568,-73.9364868,3602-B Quentin Rd,,,Brooklyn,11234,US,NY
Bakeries ,Coffee & Tea,Sandwiches,,,,,(718) 624-3500,FALSE,Cranberry's,,,$,4,123,,,,,,no,40.699592,-73.992218,48 Henry St,,,Brooklyn,11201,US,NY
Coffee & Tea,,,,,,,(347) 404-6147,FALSE,AP Café,,,$$,4,162,,,pickup,, delivery ,no,40.70696419,-73.92211502,420 Troutman St,,,Brooklyn,11237,US,NY
Coffee & Tea,,,,,,,,FALSE,PPL,,,,5,5,,,,,,no,40.712885,-73.958529,189 Roebling St,,,Brooklyn,11211,US,NY
Cafes ,Breakfast & Brunch,,,,,,(718) 497-3028,FALSE,Central Cafe,,,$,4,113,,,pickup,, delivery ,no,40.700222,-73.929427,108 Central Ave,,,Brooklyn,11206,US,NY
Cafes ,Coffee & Tea,,,,,,(718) 469-0140,FALSE,Lark Cafe,,,$,3.5,154,,,,,,no,40.6468086,-73.970108,1007 Church Ave,,,New York,11218,US,NY
Desserts ,Patisserie/Cake Shop,Coffee&Tea,,,,,,FALSE,Burrow,,,$,4.5,63,,,,,,no,40.7027217,-73.9868878,68 Jay St,Ste 119,,Brooklyn,11201,US,NY
Coffee & Tea,,,,,,,(718) 708-4802,FALSE,Little Roy Coffee Co.,,,$$,4.5,30,,,,,,no,40.68864,-73.94741,571 Greene Ave,,,Brooklyn,11216,US,NY
Beer,alias: cafes,alias:venues,Venues&EventSpaces,,,,(718) 858-4791,FALSE,Greene Grape Annex,,,$,3.5,103,,,,,,no,40.686603,-73.974665,753 Fulton St,,,Brooklyn,11217,US,NY
Coffee & Tea ,Souvenir Shops,,,,,,(646) 766-0484,FALSE,Regular Visitors,,,$$,4,23,,,,,,no,40.68655,-73.990356,149 Smith St,,,Brooklyn,11201,US,NY
Vegan ,Coffee & Tea,Vegetarian,,,,,(917) 909-1430,FALSE,Café Beit,,,$,4.5,78,,,,,,no,40.718678,-73.9571094,158 Bedford Ave,,,Brooklyn,11249,US,NY
Cafes ,Brewing Supplies,CoffeeRoasteries,,,,,(718) 383-2326,FALSE,Variety,,,$,4,56,,,,,,no,40.72299,-73.94431,145 Driggs Ave,,,Brooklyn,11222,US,NY
Coffee & Tea ,Breakfast & Brunch,American(Traditional),,,,,(347) 326-6003,FALSE,Bed-Stuy Provisions,,,$$,4.5,78,,,pickup,, delivery ,no,40.68719,-73.944167,563 Gates Ave,,,Brooklyn,11221,US,NY
Coffee & Tea,,,,,,,,FALSE,Milk & Pull,,,$$,3.5,37,,,,,,no,40.68148,-73.9286,307 Malcolm X Blvd,,,Brooklyn,11233,US,NY
Juice Bars & Smoothies ,Cafes,Desserts,,,,,(718) 398-4776,FALSE,Doctor's Cave Cafe,,,$,5,16,,,,,,no,40.68412342,-73.94701998,856 Marcy Ave,,,Brooklyn,11216,US,NY
Coffee & Tea ,Desserts,JuiceBars&Smoothies,,,,,(718) 789-7070,FALSE,Breukelen Coffee House,,,$$,3.5,256,,,,,,no,40.6723,-73.957693,764A Franklin Ave,,,Brooklyn,11238,US,NY
Coffee & Tea,,,,,,,(347) 529-6180,FALSE,Kaigo Coffee Room,,,,5,25,,,,,,no,40.69360755,-74.0010172,139 Bridge Park Dr,,,Brooklyn,11201,US,NY
Coffee & Tea,,,,,,,(718) 349-7623,FALSE,Café Grumpy,,,$$,4,263,,,,,,no,40.728641,-73.948715,193 Meserole Ave,,,Brooklyn,11222,US,NY
Coffee & Tea,,,,,,,(718) 369-6026,FALSE,Java Joe,,,$$,4.5,66,,,,,,no,40.6673199,-73.98091,414 8th St,,,Brooklyn,11215,US,NY
Cafes ,Breakfast & Brunch,,,,,,(718) 788-1237,FALSE,Brunswick Cafe,,,$$,3.5,93,,,pickup,, delivery ,no,40.6593596,-73.9812687,240 Prospect Park W,,,Brooklyn,11215,US,NY
Coffee & Tea ,Breakfast & Brunch,InternetCafes,,,,,(718) 599-5151,FALSE,The Flat's BKSpeed Coffee,,,$,4.5,62,,,,,,no,40.707248,-73.95375,308 Hooper St,,,Brooklyn,11211,US,NY
Coffee & Tea ,Juice Bars & Smoothies,Breakfast&Brunch,,,,,(347) 221-0295,FALSE,Macdonough Café,,,$,4.5,105,,,pickup,,,no,40.683924,-73.917108,83 Saratoga Ave,,,Brooklyn,11233,US,NY
Coffee & Tea,,,,,,,,FALSE,Crumbs & Coffee,,,,4.5,12,,,,,,no,40.66958832,-73.98565449,423 5th Ave,,,Brooklyn,11215,US,NY
Cafes ,Creperies,Breakfast&Brunch,,,,,(718) 622-5553,FALSE,The Estaminet,,,$,3.5,58,,,pickup,, delivery ,no,40.6739569,-73.9757798,107A 7th Ave,,,Brooklyn,11215,US,NY
Japanese ,Cafes,,,,,,(718) 389-3222,FALSE,Ashbox,,,$,4.5,122,,,,,,no,40.738267,-73.955158,1154 Manhattan Ave,,,Brooklyn,11222,US,NY
Cafes ,Coffee & Tea,,,,,,(347) 799-1701,FALSE,Vineapple,,,$,3.5,207,,,,,,no,40.69829673,-73.99307556,71 Pineapple St,,,Brooklyn,11201,US,NY
Coffee & Tea,,,,,,,(917) 705-8031,FALSE,Tar Pit,,,$,4,79,,,,,,no,40.71757,-73.9412,135 Woodpoint Rd,,,Brooklyn,11211,US,NY
Coffee & Tea ,Coffee Roasteries,,,,,,(718) 484-1555,FALSE,Little Skips East,,,$$,4,37,,,pickup,, delivery ,no,40.68493638,-73.91378302,1643 Broadway,,,Brooklyn,11207,US,NY
Coffee & Tea ,Bagels,JuiceBars&Smoothies,,,,,(718) 450-3346,FALSE,IC Brooklyn Cafe,,,$,4.5,82,,,,,,no,40.69815,-73.92101,251 Wilson Ave,,,Brooklyn,11237,US,NY
Coffee & Tea ,Breakfast & Brunch,InternetCafes,,,,,(718) 636-5600,FALSE,Corner Grind,,,$,4,101,,,pickup,, delivery ,no,40.6829729,-73.953557,1183 Bedford Ave,,,Brooklyn,11216,US,NY
Coffee & Tea ,Waffles,Sandwiches,,,,,(347) 799-1053,FALSE,Aunt Mae's,,,,5,1,,,pickup,, delivery ,no,40.65738002,-74.00406986,871 3rd Ave,,,Brooklyn,11232,US,NY
