,categories,coordinates,display_phone,is_closed,location,name,phone,price,rating,review_count,transactions,hot_and_new
4977,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 40.5864823914456, 'longitude': -73.8157276121466}",(718) 474-2500,False,"{'address1': '92-06 Rockaway Beach Blvd', 'address2': '', 'address3': '', 'city': 'Rockaway Park', 'zip_code': '11694', 'country': 'US', 'state': 'NY', 'display_address': ['92-06 Rockaway Beach Blvd', 'Rockaway Park, NY 11694']}",Rockaway Roasters,17184742500.0,$$,4.0,94,[],
4978,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.7060753, 'longitude': -74.0128671}",(646) 682-9225,False,"{'address1': '42 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['42 Broadway', 'New York, NY 10004']}",Gregorys Coffee,16466829225.0,$$,4.0,132,"['pickup', 'delivery']",
4979,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.64093, 'longitude': -73.96466}",(718) 282-5049,False,"{'address1': '1416 Cortelyou Rd', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['1416 Cortelyou Rd', 'Brooklyn, NY 11226']}",Catskill Bagels,17182825049.0,$,3.0,188,"['pickup', 'delivery']",
4980,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.7290935, 'longitude': -73.9785323}",(646) 918-6700,False,"{'address1': '222 Ave B', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['222 Ave B', 'New York, NY 10009']}",The Roost,16469186700.0,$,4.0,132,[],
4981,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.7034, 'longitude': -73.912}",(718) 381-3330,False,"{'address1': '435 Menahan St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['435 Menahan St', 'Brooklyn, NY 11237']}",Frank's Coffee Shop,17183813330.0,,4.0,1,[],
4982,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.682831, 'longitude': -73.982086}",(718) 643-3617,False,"{'address1': '107 3rd Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['107 3rd Ave', 'Brooklyn, NY 11217']}",Lano's Coffee Shop & Restaurant,17186433617.0,$,2.5,6,[],
4983,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bagels', 'title': 'Bagels'}]","{'latitude': 40.72347, 'longitude': -73.98866}",(646) 410-1938,False,"{'address1': '72 E 1st Street', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['72 E 1st Street', 'New York, NY 10003']}",The Lazy Llama Coffee Bar,16464101938.0,$$,4.5,63,[],
4984,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'latitude': 40.598766, 'longitude': -73.988021}",(718) 373-2084,False,"{'address1': '2439 86th St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11214', 'country': 'US', 'state': 'NY', 'display_address': ['2439 86th St', 'Brooklyn, NY 11214']}",Fun Cafe,17183732084.0,,4.5,5,[],
4985,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.627192, 'longitude': -74.013847}",(718) 836-1579,False,"{'address1': '7121 Fort Hamilton Pkwy', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11228', 'country': 'US', 'state': 'NY', 'display_address': ['7121 Fort Hamilton Pkwy', 'Brooklyn, NY 11228']}",My Three Sons Coffee Shop,17188361579.0,$,4.0,28,"['pickup', 'delivery']",
4986,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.74221, 'longitude': -73.98308}",(917) 261-5962,False,"{'address1': '100 Lexington Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['100 Lexington Ave', 'New York, NY 10016']}",Black Press Coffee,19172615962.0,$,4.5,68,[],
4987,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.7232326101973, 'longitude': -73.9886693969846}",(212) 529-8766,False,"{'address1': '75 East 1st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['75 East 1st St', 'New York, NY 10003']}",Mudpark,12125298766.0,$,4.5,33,[],
4988,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.7942, 'longitude': -73.97248}",(646) 918-7717,False,"{'address1': '2541 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['2541 Broadway', 'New York, NY 10025']}",Filicori Zecchini,16469187717.0,$,4.0,177,[],
4989,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 40.7460534152051, 'longitude': -73.914440708381}",(718) 899-1735,False,"{'address1': '49-22 Skillman Ave', 'address2': None, 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['49-22 Skillman Ave', 'Woodside, NY 11377']}",Aubergine Cafe,17188991735.0,$$,3.5,308,"['pickup', 'delivery']",
4990,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 40.72659, 'longitude': -73.98873}",(646) 649-3463,False,"{'address1': '300 E 5th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['300 E 5th St', 'New York, NY 10003']}",Southern Cross Coffee,16466493463.0,$,4.5,74,[],
4991,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 40.77929, 'longitude': -73.94785}",(212) 722-7220,False,"{'address1': '1729 1st Av', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1729 1st Av', 'New York, NY 10128']}",Mellow Yellow Coffee and Vibes,12127227220.0,$,4.5,218,"['delivery', 'pickup']",
4992,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.7396337047183, 'longitude': -73.9845877307744}",(212) 475-1924,False,"{'address1': '23 Lexington Ave', 'address2': 'Fl 2', 'address3': None, 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['23 Lexington Ave', 'Fl 2', 'New York, NY 10010']}",Studio,12124751924.0,$$,4.0,61,[],
4993,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.73917, 'longitude': -73.99006}",(212) 228-3580,False,"{'address1': '901 Broadway At 20th St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['901 Broadway At 20th St', 'New York, NY 10003']}",Red Fleece Café,12122283580.0,$$,4.5,84,[],
4994,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'creperies', 'title': 'Creperies'}]","{'latitude': 40.672, 'longitude': -73.93055}",(347) 295-0566,False,"{'address1': '195 Utica Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11213', 'country': 'US', 'state': 'NY', 'display_address': ['195 Utica Ave', 'Brooklyn, NY 11213']}",Lakou Cafe,13472950566.0,,5.0,24,"['pickup', 'delivery']",
4995,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.7181419094006, 'longitude': -73.991854171582}",(917) 388-3675,False,"{'address1': '114 Eldridge St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['114 Eldridge St', 'New York, NY 10002']}",Avocado Appétit,19173883675.0,$$,4.5,175,"['pickup', 'delivery']",
4996,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 40.6697019911003, 'longitude': -73.9894866943359}",,False,"{'address1': '4TH Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['4TH Ave', 'New York, NY 10003']}",Slope Cafe,,$,3.0,16,"['pickup', 'delivery']",
4997,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.7057081, 'longitude': -73.9121574}",,False,"{'address1': '487 Seneca Ave', 'address2': '', 'address3': None, 'city': 'Queens', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['487 Seneca Ave', 'Queens, NY 11385']}",Central Cafe Seneca,,,3.5,8,"['pickup', 'delivery']",
4998,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.75163, 'longitude': -73.97023}",(917) 797-5133,False,"{'address1': '305 E 45th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['305 E 45th St', 'New York, NY 10017']}",Pennylane Coffee,19177975133.0,$$,4.0,133,[],
4999,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.585796, 'longitude': -73.951922}",(718) 975-0999,False,"{'address1': '1706 Sheepshead Bay Rd', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11235', 'country': 'US', 'state': 'NY', 'display_address': ['1706 Sheepshead Bay Rd', 'Brooklyn, NY 11235']}",Arbuz,17189750999.0,$,4.0,203,"['pickup', 'delivery']",
5000,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.74259, 'longitude': -73.9546699}",(718) 361-7973,False,"{'address1': '5-50 50th Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['5-50 50th Ave', 'Long Island City, NY 11101']}",Takumen,17183617973.0,$$,4.0,166,"['pickup', 'delivery']",
5001,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.76808, 'longitude': -73.98537}",(212) 686-1444,False,"{'address1': '884 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['884 9th Ave', 'New York, NY 10019']}",Birch Coffee,12126861444.0,,4.0,23,[],
5002,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.77864, 'longitude': -74.01677}",,False,"{'address1': '4701 Park Ave', 'address2': None, 'address3': '', 'city': 'Union City', 'zip_code': '07087', 'country': 'US', 'state': 'NJ', 'display_address': ['4701 Park Ave', 'Union City, NJ 07087']}",Ispresso at park,,$,4.5,119,[],
5003,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.7435992105597, 'longitude': -73.9203632977532}",,False,"{'address1': '44-01 Queens Blvd', 'address2': '', 'address3': None, 'city': 'Queens', 'zip_code': '11104', 'country': 'US', 'state': 'NY', 'display_address': ['44-01 Queens Blvd', 'Queens, NY 11104']}",Chakra Cafe,,,5.0,4,[],
5004,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 40.65767, 'longitude': -73.95014}",(347) 365-1669,False,"{'address1': '1209 Nostrand Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['1209 Nostrand Ave', 'Brooklyn, NY 11225']}",Veggies Natural Juice Bar and Cafe,13473651669.0,,4.0,4,[],
5005,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.6998901, 'longitude': -73.9280701}",(917) 460-5994,False,"{'address1': '127 Central Ave', 'address2': '', 'address3': '', 'city': 'Bushwick', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['127 Central Ave', 'Bushwick, NY 11221']}",Bushwick Bakery,19174605994.0,$,3.5,60,[],
5006,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.7434044, 'longitude': -73.9799957}",(212) 686-1444,False,"{'address1': '432 Third Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['432 Third Ave', 'New York, NY 10016']}",Birch Coffee,12126861444.0,$,4.0,83,[],
5007,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.74537, 'longitude': -73.98453}",(646) 707-0256,False,"{'address1': '121 Madison Ave', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['121 Madison Ave', 'New York, NY 10016']}",Blank Slate Tea,16467070256.0,$$,4.5,78,"['pickup', 'delivery']",
5008,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.74102, 'longitude': -73.99829}",(212) 929-9333,False,"{'address1': '128 7th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['128 7th Ave', 'New York, NY 10011']}",The Commons Chelsea,12129299333.0,$$,4.0,220,"['pickup', 'delivery']",
5009,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.73314, 'longitude': -73.98607}",(212) 235-1994,False,"{'address1': '223 E 14th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['223 E 14th St', 'New York, NY 10003']}",Fat Cat Kitchen,12122351994.0,$,5.0,136,"['pickup', 'delivery']",
5010,"[{'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.6342209, 'longitude': -73.992516}",(718) 633-5555,False,"{'address1': '5001 13th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11219', 'country': 'US', 'state': 'NY', 'display_address': ['5001 13th Ave', 'Brooklyn, NY 11219']}",Spoons Cafe,17186335555.0,$$,3.5,25,[],
5011,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.7671240865304, 'longitude': -73.9224924303384}",(347) 619-3915,False,"{'address1': '30-04 30th St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['30-04 30th St', 'Astoria, NY 11102']}",Astoria Coffee,13476193915.0,$,4.5,281,[],
5012,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 40.79163, 'longitude': -74.13148}",(201) 991-1700,False,"{'address1': '323 Ridge Rd', 'address2': '', 'address3': None, 'city': 'North Arlington', 'zip_code': '07031', 'country': 'US', 'state': 'NJ', 'display_address': ['323 Ridge Rd', 'North Arlington, NJ 07031']}",KTB Coffee Shop & Lounge,12019911700.0,$,4.0,135,"['pickup', 'delivery']",
5013,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.7327799573693, 'longitude': -73.9910601451993}",(212) 994-6771,False,"{'address1': '816 Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['816 Broadway', 'New York, NY 10003']}",Outro,12129946771.0,$$,4.0,196,"['pickup', 'delivery']",
5014,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'importedfood', 'title': 'Imported Food'}]","{'latitude': 40.587963, 'longitude': -74.091423}",(718) 987-0192,False,"{'address1': '309 Cromwell Ave', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10305', 'country': 'US', 'state': 'NY', 'display_address': ['309 Cromwell Ave', 'Staten Island, NY 10305']}",Café Latté,17189870192.0,$$,4.5,26,[],
5015,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bagels', 'title': 'Bagels'}]","{'latitude': 40.63794, 'longitude': -73.89619}",(347) 462-4987,False,"{'address1': '9522 Ave L', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11236', 'country': 'US', 'state': 'NY', 'display_address': ['9522 Ave L', 'Brooklyn, NY 11236']}",Jono Bagel Cafe,13474624987.0,,3.5,11,[],
5016,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.76384, 'longitude': -73.98475}",(917) 265-8557,False,"{'address1': '888 8th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['888 8th Ave', 'New York, NY 10019']}",Ground Central,19172658557.0,$,4.5,124,[],
5017,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.6937508652269, 'longitude': -73.9871062338352}",,False,"{'address1': '336 Jay St', 'address2': '', 'address3': '', 'city': 'Downtown Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['336 Jay St', 'Downtown Brooklyn, NY 11201']}",DGGD Coffee Shop,,$,5.0,3,[],
5018,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'chocolate', 'title': 'Chocolatiers & Shops'}]","{'latitude': 40.7675, 'longitude': -73.98933}",(646) 490-7650,False,"{'address1': '824 10th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['824 10th Ave', 'New York, NY 10019']}",FIKA,16464907650.0,$$,4.0,151,"['delivery', 'pickup']",
5019,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.742559, 'longitude': -73.953697}",(718) 729-5794,False,"{'address1': '1010 50th Ave', 'address2': None, 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['1010 50th Ave', 'Long Island City, NY 11101']}",Café Henri,17187295794.0,$$,4.0,644,[],
5020,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.71909, 'longitude': -74.00173}",(212) 431-4350,False,"{'address1': '276 Canal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['276 Canal St', 'New York, NY 10013']}",Cafe Bari,12124314350.0,$$,4.0,79,"['pickup', 'delivery']",
5021,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.714258, 'longitude': -74.043234}",(201) 433-4447,False,"{'address1': '18 park ave', 'address2': '', 'address3': '', 'city': 'Jersey City', 'zip_code': '07302', 'country': 'US', 'state': 'NJ', 'display_address': ['18 park ave', 'Jersey City, NJ 07302']}",B18 Coffee Kitchen,12014334447.0,$$,3.0,86,[],
5022,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.72399, 'longitude': -73.9802}",(212) 388-1276,False,"{'address1': '627 E 6th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['627 E 6th St', 'New York, NY 10009']}",Tokuyama Salon Café,12123881276.0,,4.5,11,[],
5023,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]","{'latitude': 40.7615756, 'longitude': -73.9647447}",(212) 431-1000,False,"{'address1': '234 E 60th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10065', 'country': 'US', 'state': 'NY', 'display_address': ['234 E 60th St', 'New York, NY 10065']}",A Little Taste,12124311000.0,$$,4.5,25,[],
5024,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.70374, 'longitude': -74.01046}",(917) 639-3655,False,"{'address1': '74 Pearl St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['74 Pearl St', 'New York, NY 10004']}",Springbone Kitchen,19176393655.0,,3.5,6,"['pickup', 'delivery']",
5025,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.7643662648707, 'longitude': -73.9810570774322}",(917) 409-2891,False,"{'address1': '870 7th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['870 7th Ave', 'New York, NY 10019']}",Tisserie 55,19174092891.0,$,4.0,303,"['delivery', 'pickup']",
5026,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.7532914, 'longitude': -73.9400418}",(212) 686-1444,False,"{'address1': '40-37 23rd St', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['40-37 23rd St', 'Long Island City, NY 11101']}",Birch Coffee,12126861444.0,$$,4.0,59,[],
5027,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.7688770027633, 'longitude': -73.9885788232638}",(212) 757-0580,False,"{'address1': '864 10th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['864 10th Ave', 'New York, NY 10019']}",Rex,12127570580.0,$,4.5,484,[],
5028,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.70525, 'longitude': -74.00675}",(646) 918-7274,False,"{'address1': '100 Wall St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['100 Wall St', 'New York, NY 10005']}",Gregorys Coffee,16469187274.0,$,4.0,62,"['pickup', 'delivery']",
5029,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.70391, 'longitude': -73.91905}",(646) 683-8951,False,"{'address1': '104 Wyckoff Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['104 Wyckoff Ave', 'New York, NY 11237']}",VEX El Cafe,16466838951.0,$$,4.0,8,[],
5030,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.7489734210556, 'longitude': -74.0382397546422}",(201) 222-7400,False,"{'address1': '800 Jackson St', 'address2': None, 'address3': '', 'city': 'Hoboken', 'zip_code': '07030', 'country': 'US', 'state': 'NJ', 'display_address': ['800 Jackson St', 'Hoboken, NJ 07030']}",Black Rail Coffee,12012227400.0,$,4.5,96,[],
5031,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.72737, 'longitude': -74.00572}",(917) 261-7527,False,"{'address1': '175 Varick St', 'address2': 'Entrance from Charlton St', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['175 Varick St', 'Entrance from Charlton St', 'New York, NY 10014']}",Seven Grams Caffe,19172617527.0,$$,3.5,27,[],
5032,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.760586, 'longitude': -73.968698}",(917) 289-0981,False,"{'address1': '140 E 57th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['140 E 57th St', 'New York, NY 10022']}",Juan Valdez Cafe,19172890981.0,$,4.0,288,[],
5033,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.70235, 'longitude': -74.010508}",(212) 344-5215,False,"{'address1': '125 Broad St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['125 Broad St', 'New York, NY 10004']}",Claudia's Coffee Shop,12123445215.0,$$,4.5,4,[],
5034,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.6156842, 'longitude': -74.0125769}",(718) 833-6060,False,"{'address1': '8308 13th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11228', 'country': 'US', 'state': 'NY', 'display_address': ['8308 13th Ave', 'Brooklyn, NY 11228']}",Paesano,17188336060.0,$$,3.5,28,"['pickup', 'delivery']",
